"HAGRID","Kingdom","Phylum","Class","Order","Family","Genus","Species","Common name","Female_maturity","Male_maturity","Gestation","Weaning","Litter_size","Litters_pa","Interbirth_interval","Birth_weight","Weaning_weight","Adult_weight","Growth_rate","Maximum_longevity","Source","Specimen_origin","Sample_size","Data_quality","IMR","MRDT","Metabolic_rate","Body_mass","Temperature","References"
3606,"Animalia","Chordata","Reptilia","Squamata","Viperidae","Bitis","nasicornis","Rhinoceros viper",NA,NA,NA,NA,NA,NA,NA,NA,NA,717,NA,9.4,"485","captivity","medium","acceptable",NA,NA,NA,NA,NA,"485,1308"
3607,"Animalia","Chordata","Reptilia","Squamata","Viperidae","Bothriechis","aurifer","Yellow-blotched palm pit viper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7,"451","captivity","small","acceptable",NA,NA,NA,NA,NA,"451"
3608,"Animalia","Chordata","Reptilia","Squamata","Viperidae","Bothriechis","lateralis","Side-striped palm pit viper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,"485","captivity","small","acceptable",NA,NA,NA,NA,NA,"485"
3609,"Animalia","Chordata","Reptilia","Squamata","Viperidae","Bothriechis","rowleyi","Rowleys palm pit viper												12.8	485	captivity	small	acceptable						485
03610	Animalia	Chordata	Reptilia	Squamata	Viperidae	Bothriechis	schlegelii	Eyelash palm pit viper												19.5	485	captivity	medium	acceptable						485
03611	Animalia	Chordata	Reptilia	Squamata	Viperidae	Bothrops	alternatus	Urutu										848		15.2	451	captivity	small	acceptable						451,1308
03612	Animalia	Chordata	Reptilia	Squamata	Viperidae	Bothrops	asper	Terciopelo, or Fer-de-lance										1037		20.4	451	captivity	medium	acceptable						451,1308
03613	Animalia	Chordata	Reptilia	Squamata	Viperidae	Bothrops	atrox	Common lancehead										1037		8.5	451	captivity	small	acceptable						182,451,1308
03614	Animalia	Chordata	Reptilia	Squamata	Viperidae	Bothrops	caribbaeus	Saint Lucia lancehead												14.4	451	captivity	tiny	acceptable						451
03615	Animalia	Chordata	Reptilia	Squamata	Viperidae	Bothrops	jararaca	Jararaca														unknown	small	low						485
03616	Animalia	Chordata	Reptilia	Squamata	Viperidae	Bothrops	lanceolatus	Martinique lancehead												13	451	captivity	small	acceptable						451
03617	Animalia	Chordata	Reptilia	Squamata	Viperidae	Bothrops	neuwiedi	Yara										131		15.1	485	captivity	small	acceptable						485,1308
03618	Animalia	Chordata	Reptilia	Squamata	Viperidae	Causus	rhombeatus	Cape viper										308		6.6	485	captivity	tiny	acceptable						485,1308
03619	Animalia	Chordata	Reptilia	Squamata	Viperidae	Cerastes	cerastes	Desert horned viper												18	451	captivity	small	acceptable						451
03620	Animalia	Chordata	Reptilia	Squamata	Viperidae	Cerrophidion	godmani	Godmans montane pit viper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.8,"451","captivity","small","acceptable",NA,NA,NA,NA,NA,"451"
3621,"Animalia","Chordata","Reptilia","Squamata","Viperidae","Crotalus","adamanteus","Eastern diamondback rattlesnake",NA,NA,NA,NA,NA,NA,NA,NA,NA,5675,NA,22.8,"485","captivity","medium","acceptable",NA,NA,NA,NA,NA,"485,1308"
3622,"Animalia","Chordata","Reptilia","Squamata","Viperidae","Crotalus","atrox","Western diamond-backed rattlesnake",1095,1095,167,NA,14,NA,NA,NA,NA,6700,NA,27,"451","captivity","medium","acceptable",NA,NA,NA,NA,NA,"451,468,1308"
3623,"Animalia","Chordata","Reptilia","Squamata","Viperidae","Crotalus","basiliscus","Mexican West-Coast rattlesnake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,"485","captivity","small","acceptable",NA,NA,NA,NA,NA,"485"
3624,"Animalia","Chordata","Reptilia","Squamata","Viperidae","Crotalus","catalinensis","Saint Catalina rattlesnake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8,"451","captivity","tiny","acceptable",NA,NA,NA,NA,NA,"451"
3625,"Animalia","Chordata","Reptilia","Squamata","Viperidae","Crotalus","cerastes","Sidewinder",NA,NA,NA,NA,NA,NA,NA,NA,NA,211,NA,27.3,"451","captivity","medium","acceptable",NA,NA,NA,NA,NA,"451,1308"
3626,"Animalia","Chordata","Reptilia","Squamata","Viperidae","Crotalus","durissus","Cascabel rattlesnake",1095,1095,120,NA,6,NA,NA,14,NA,1150,NA,19.8,"485","captivity","medium","acceptable",NA,NA,NA,NA,NA,"448,485"
3627,"Animalia","Chordata","Reptilia","Squamata","Viperidae","Crotalus","enyo","Lower california rattlesnake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1,"485","captivity","small","acceptable",NA,NA,NA,NA,NA,"485"
3628,"Animalia","Chordata","Reptilia","Squamata","Viperidae","Crotalus","horridus","Timber rattlesnake",2555,1825,135,NA,9,NA,NA,NA,NA,1000,NA,30.2,"485","captivity","medium","acceptable",NA,NA,NA,NA,NA,"440,485,528,1308"
3629,"Animalia","Chordata","Reptilia","Squamata","Viperidae","Crotalus","lepidus","Rock rattlesnake, or New Mexico banded rock rattlesnake",NA,NA,NA,NA,NA,NA,NA,NA,NA,219,NA,33.6,"451","captivity","medium","acceptable",NA,NA,NA,NA,NA,"451,1308"
3630,"Animalia","Chordata","Reptilia","Squamata","Viperidae","Crotalus","mitchellii","Speckled rattlesnake, or Southwestern speckled rattlesnake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,"485","captivity","medium","acceptable",NA,NA,NA,NA,NA,"485"
3631,"Animalia","Chordata","Reptilia","Squamata","Viperidae","Crotalus","molossus","Northern black-tailed rattlesnake",NA,NA,NA,NA,NA,NA,NA,NA,NA,771,NA,20.7,"485","captivity","medium","acceptable",NA,NA,NA,NA,NA,"485,1308"
3632,"Animalia","Chordata","Reptilia","Squamata","Viperidae","Crotalus","pricei","Twin-spotted rattlesnake",NA,NA,NA,NA,NA,NA,NA,NA,NA,104,NA,15.7,"485","captivity","small","acceptable",NA,NA,NA,NA,NA,"485,1308"
3633,"Animalia","Chordata","Reptilia","Squamata","Viperidae","Crotalus","ruber","Red diamond rattlesnake",NA,NA,NA,NA,NA,NA,NA,NA,NA,3661,NA,19.2,"485","captivity","medium","acceptable",NA,NA,NA,NA,NA,"485,1308"
3634,"Animalia","Chordata","Reptilia","Squamata","Viperidae","Crotalus","scutulatus","Mojave rattlesnake",NA,NA,NA,NA,NA,NA,NA,NA,NA,828,NA,14.4,"485","captivity","medium","acceptable",NA,NA,NA,NA,NA,"485,1308"
3635,"Animalia","Chordata","Reptilia","Squamata","Viperidae","Crotalus","tigris","Tiger rattlesnake",NA,NA,NA,NA,NA,NA,NA,NA,NA,279,NA,15.3,"485","captivity","small","acceptable",NA,NA,NA,NA,NA,"485,1308"
3636,"Animalia","Chordata","Reptilia","Squamata","Viperidae","Crotalus","tortugensis","Tortuga Island rattlesnake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3,"485","captivity","small","acceptable",NA,NA,NA,NA,NA,"485"
3637,"Animalia","Chordata","Reptilia","Squamata","Viperidae","Crotalus","vegrandis","Uracoan rattlesnake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.8,"451","captivity","medium","acceptable",NA,NA,NA,NA,NA,"451"
3638,"Animalia","Chordata","Reptilia","Squamata","Viperidae","Crotalus","viridis","Prairie rattlesnake, or Southern Pacific rattlesnake",NA,NA,NA,NA,NA,NA,NA,NA,NA,1647,NA,24.1,"485","captivity","medium","acceptable",NA,NA,NA,NA,NA,"485,1308"
3639,"Animalia","Chordata","Reptilia","Squamata","Viperidae","Crotalus","willardi","Ridge-nosed rattlesnake, or Arizona ridge-nosed rattlesnake",NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,21.3,"485","captivity","medium","acceptable",NA,NA,NA,NA,NA,"485,1308"
3640,"Animalia","Chordata","Reptilia","Squamata","Viperidae","Daboia","russelii","Russells viper										1306		15	485	captivity	small	acceptable						485,1308
03641	Animalia	Chordata	Reptilia	Squamata	Viperidae	Echis	carinatus	Saw-scaled viper										142		23.8	485	captivity	small	acceptable						485,1308
03642	Animalia	Chordata	Reptilia	Squamata	Viperidae	Echis	coloratus	Palestine saw-scaled viper												28.3	451	captivity	small	acceptable						451
03643	Animalia	Chordata	Reptilia	Squamata	Viperidae	Eristicophis	macmahonii	Mcmahons viper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6,"485","captivity","small","acceptable",NA,NA,NA,NA,NA,"485"
3644,"Animalia","Chordata","Reptilia","Squamata","Viperidae","Gloydius","blomhoffii","Japanese mamushi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.8,"451","captivity","tiny","acceptable",NA,NA,NA,NA,NA,"451"
3645,"Animalia","Chordata","Reptilia","Squamata","Viperidae","Lachesis","muta","Bushmaster",1460,1460,77,NA,10,NA,NA,NA,NA,5817,NA,31.6,"451","captivity","medium","acceptable",NA,NA,NA,NA,NA,"448,451,1308"
3646,"Animalia","Chordata","Reptilia","Squamata","Viperidae","Macrovipera","lebetina","Levantine viper",NA,NA,NA,NA,NA,NA,NA,NA,NA,1306,NA,13.3,"485","captivity","small","acceptable",NA,NA,NA,NA,NA,"485,1308"
3647,"Animalia","Chordata","Reptilia","Squamata","Viperidae","Ophryacus","melanurus","Black-tailed montane pit viper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1,"451","captivity","small","acceptable",NA,NA,NA,NA,NA,"451"
3648,"Animalia","Chordata","Reptilia","Squamata","Viperidae","Ophryacus","undulatus","Mexican horned pit viper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9,"451","captivity","small","acceptable",NA,NA,NA,NA,NA,"451"
3649,"Animalia","Chordata","Reptilia","Squamata","Viperidae","Ovophis","okinavensis","Okinawan habu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,"451","captivity","tiny","acceptable",NA,NA,NA,NA,NA,"451,823"
3650,"Animalia","Chordata","Reptilia","Squamata","Viperidae","Pseudocerastes","persicus","Persian horned viper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1,"451","captivity","small","acceptable",NA,NA,NA,NA,NA,"451"
3651,"Animalia","Chordata","Reptilia","Squamata","Viperidae","Sistrurus","catenatus","Massasauga",1100,1100,107,NA,8,NA,NA,NA,NA,384,NA,20,"485","captivity","medium","acceptable",NA,NA,NA,NA,NA,"440,485,1308"
3652,"Animalia","Chordata","Reptilia","Squamata","Viperidae","Sistrurus","miliarius","Pigmy rattlesnake",NA,NA,NA,NA,NA,NA,NA,NA,NA,196,NA,16.1,"485","captivity","medium","acceptable",NA,NA,NA,NA,NA,"485,1308"
3653,"Animalia","Chordata","Reptilia","Squamata","Viperidae","Sistrurus","ravus","Pygmy rattlesnake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8,"451","captivity","small","acceptable",NA,NA,NA,NA,NA,"451"
3654,"Animalia","Chordata","Reptilia","Squamata","Viperidae","Trimeresurus","albolabris","White-lipped tree viper",NA,NA,NA,NA,NA,NA,NA,NA,NA,414.5,NA,11.4,"451","captivity","small","acceptable",NA,NA,NA,NA,NA,"451,1308"
3655,"Animalia","Chordata","Reptilia","Squamata","Viperidae","Trimeresurus","flavoviridis","Yellow-spotted pit viper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.9,"451","captivity","small","acceptable",NA,NA,NA,NA,NA,"451,823"
3656,"Animalia","Chordata","Reptilia","Squamata","Viperidae","Trimeresurus","gramineus","Indian green tree viper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,"485","captivity","small","acceptable",NA,NA,NA,NA,NA,"485"
3657,"Animalia","Chordata","Reptilia","Squamata","Viperidae","Trimeresurus","popeorum","Popes pit viper												14	485	captivity	small	acceptable						485
03658	Animalia	Chordata	Reptilia	Squamata	Viperidae	Trimeresurus	stejnegeri	Stejnegers pit viper",NA,NA,NA,NA,NA,NA,NA,NA,NA,540,NA,NA,"","unknown","small","low",NA,NA,NA,NA,NA,"451,1308"
3659,"Animalia","Chordata","Reptilia","Squamata","Viperidae","Vipera","ammodytes","Long-nosed viper",1460,1460,NA,NA,NA,NA,NA,NA,NA,220,NA,22,"485","captivity","medium","acceptable",NA,NA,NA,NA,NA,"485,1308"
3660,"Animalia","Chordata","Reptilia","Squamata","Viperidae","Vipera","aspis","Asp viper",1460,1460,NA,NA,NA,NA,NA,NA,NA,161,NA,25,"527","unknown","medium","acceptable",NA,NA,NA,NA,NA,"2,527,1308"
3661,"Animalia","Chordata","Reptilia","Squamata","Viperidae","Vipera","berus","Northern palaearctic viper",NA,NA,730,NA,NA,NA,NA,NA,NA,279,NA,19,"451","captivity","medium","acceptable",NA,NA,NA,NA,NA,"451,1308"
3662,"Animalia","Chordata","Reptilia","Squamata","Viperidae","Vipera","latastei","Latastes viper										161		9.7	485	captivity	small	acceptable						485,1308
03663	Animalia	Chordata	Reptilia	Squamata	Viperidae	Vipera	raddei	Armenian viper												10.7	451	captivity	medium	acceptable						451
03664	Animalia	Chordata	Reptilia	Squamata	Viperidae	Vipera	xanthina	Palestine viper												16.4	451	captivity	small	acceptable						451
03665	Animalia	Chordata	Reptilia	Squamata	Xantusiidae	Lepidophyma	flavimaculatum	Yellow-spotted night lizard										11.3		11	451	captivity	tiny	acceptable						451,1308
03666	Animalia	Chordata	Reptilia	Squamata	Xantusiidae	Xantusia	henshawi	Granite night lizard										4.02		14.3	485	captivity	tiny	acceptable						485,1308
03667	Animalia	Chordata	Reptilia	Squamata	Xantusiidae	Xantusia	riversiana	Island night lizard			98							14.66		13.9	451	captivity	small	acceptable						451,1308
03668	Animalia	Chordata	Reptilia	Squamata	Xantusiidae	Xantusia	vigilis	Desert night lizard										1.475		10.9	451	captivity	small	acceptable						451,1308
03669	Animalia	Chordata	Reptilia	Squamata	Xenopeltidae	Xenopeltis	unicolor	Sunbeam snake										753		12.1	485	captivity	small	acceptable						485,1308
03671	Animalia	Chordata	Reptilia	Testudines	Carettochelyidae	Carettochelys	insculpta	Pignose turtle										16275		38.4	451	captivity	medium	acceptable						451,1308
03672	Animalia	Chordata	Reptilia	Testudines	Chelidae	Chelodina	longicollis	Common snake-necked turtle										1293		37	1	wild	medium	acceptable						1,1308
03673	Animalia	Chordata	Reptilia	Testudines	Chelidae	Chelodina	oblonga	Northern snake-necked turtle, or Oblong snakeneck turtle										1174.75				unknown	tiny	low						451,1308
03674	Animalia	Chordata	Reptilia	Testudines	Chelidae	Chelus	fimbriatus	Mata mata										4407		35.8	451	captivity	small	acceptable						451,1308
03675	Animalia	Chordata	Reptilia	Testudines	Chelidae	Elseya	dentata	Northern Australian snapping turtle										4295		21.8	451	captivity	small	acceptable						451,1308
03676	Animalia	Chordata	Reptilia	Testudines	Chelidae	Emydura	krefftii	Kreffts river turtle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.8,"451","captivity","medium","acceptable",NA,NA,NA,NA,NA,"451"
3677,"Animalia","Chordata","Reptilia","Testudines","Chelidae","Emydura","macquarii","Macquarie turtle",NA,NA,NA,NA,NA,NA,NA,NA,NA,1740,NA,20.9,"451","captivity","medium","acceptable",NA,NA,NA,NA,NA,"451,1308"
3678,"Animalia","Chordata","Reptilia","Testudines","Chelidae","Mesoclemmys","dahli","Dahls toad-headed turtle										777		27.4	485	captivity	small	acceptable						485,1308
03679	Animalia	Chordata	Reptilia	Testudines	Chelidae	Myuchelys	latisternum	Serrated snapping turtle										1377		26.5	451	captivity	small	acceptable						451,1308
03680	Animalia	Chordata	Reptilia	Testudines	Chelidae	Phrynops	geoffroanus	Geoffreys sideneck turtle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.5,"485","captivity","medium","acceptable",NA,NA,NA,NA,NA,"485"
3681,"Animalia","Chordata","Reptilia","Testudines","Chelidae","Phrynops","hilarii","Hilaires side-necked turtle										2380		37.4	451	captivity	medium	acceptable						451,1308
03682	Animalia	Chordata	Reptilia	Testudines	Chelidae	Platemys	platycephala	Twistneck turtle										325		20	485	captivity	tiny	acceptable						485,810,1308
03683	Animalia	Chordata	Reptilia	Testudines	Cheloniidae	Caretta	caretta	Loggerhead sea turtle	3650	3650	60		115					156500		77	1398	wild	medium	acceptable						83,439,440,528,543,1398
03684	Animalia	Chordata	Reptilia	Testudines	Cheloniidae	Chelonia	mydas	Green sea turtle	3650	3650	59		150					160000		75		unknown	medium	acceptable						439,440,468
03685	Animalia	Chordata	Reptilia	Testudines	Cheloniidae	Eretmochelys	imbricata	Hawksbill	1277	1277	60							67000				unknown	small	low						528,1308
03686	Animalia	Chordata	Reptilia	Testudines	Cheloniidae	Lepidochelys	kempii	Atlantic ridley	2190	2190	60		110					40500		30.2	1267	wild	medium	acceptable						35,439,440,528,1267
03687	Animalia	Chordata	Reptilia	Testudines	Chelydridae	Chelydra	serpentina	Common snapping turtle	3285	2646								10250		47	1	wild	medium	acceptable						1,439,527,528
03688	Animalia	Chordata	Reptilia	Testudines	Chelydridae	Macrochelys	temminckii	Alligator snapping turtle	4015	4015	120		30					58500		70.3	451	captivity	small	acceptable						439,451
03689	Animalia	Chordata	Reptilia	Testudines	Dermatemydidae	Dermatemys	mawii	Central american river turtle										12500		11.3	451	captivity	small	acceptable						451,1308
03690	Animalia	Chordata	Reptilia	Testudines	Dermochelyidae	Dermochelys	coriacea	Leatherback sea turtle	4748		60		105					420000		30	33	unknown	medium	acceptable						33,34,35,439,440,939,1308
03691	Animalia	Chordata	Reptilia	Testudines	Emydidae	Actinemys	marmorata	Pacific pond turtle, or Southwestern pond turtle										282		27.3	451	captivity	small	acceptable						451,1308
03692	Animalia	Chordata	Reptilia	Testudines	Emydidae	Chrysemys	picta	Painted turtle	2750	1642								371.8		61	6	wild	medium	acceptable			0.0236	400	289.5	6,37,371,527,528,927,1143,1187
03693	Animalia	Chordata	Reptilia	Testudines	Emydidae	Clemmys	guttata	Spotted turtle	2920	2920	77		3					165.4		51	1386	wild	medium	acceptable						440,528,1308,1386
03694	Animalia	Chordata	Reptilia	Testudines	Emydidae	Deirochelys	reticularia	Chicken turtle	1825	912	115							910.5		24	528	wild	medium	acceptable						19,527,528,1308
03695	Animalia	Chordata	Reptilia	Testudines	Emydidae	Emydoidea	blandingii	Blandings turtle",6500,4380,NA,NA,8,NA,NA,NA,NA,1162,NA,77,"7","wild","medium","acceptable",NA,999,NA,NA,NA,"7,440,528,1143,1308"
3696,"Animalia","Chordata","Reptilia","Testudines","Emydidae","Emys","orbicularis","European pond turtle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,"527","captivity","medium","acceptable",NA,NA,NA,NA,NA,"527,1318"
3697,"Animalia","Chordata","Reptilia","Testudines","Emydidae","Glyptemys","insculpta","Wood turtle",5840,5840,NA,NA,NA,NA,NA,NA,NA,968.2,NA,60,"1","captivity","small","acceptable",NA,NA,NA,NA,NA,"1,528,1308"
3698,"Animalia","Chordata","Reptilia","Testudines","Emydidae","Glyptemys","muhlenbergii","Bog turtle",2900,2900,90,NA,3,NA,NA,NA,NA,132.1,NA,40,"644","unknown","medium","acceptable",NA,NA,NA,NA,NA,"440,644,645,1308"
3699,"Animalia","Chordata","Reptilia","Testudines","Emydidae","Graptemys","barbouri","Barbours map turtle	6209	1278								1256		31.7	485	captivity	medium	acceptable						485,1308
03700	Animalia	Chordata	Reptilia	Testudines	Emydidae	Graptemys	caglei	Cagles map turtle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,"451","captivity","small","acceptable",NA,NA,NA,NA,NA,"451"
3701,"Animalia","Chordata","Reptilia","Testudines","Emydidae","Graptemys","geographica","Common map turtle",5110,NA,NA,NA,NA,NA,NA,NA,NA,1138,NA,NA,"","unknown","small","low",NA,NA,NA,NA,NA,"451,528,1308"
3702,"Animalia","Chordata","Reptilia","Testudines","Emydidae","Graptemys","nigrinoda","Black-knobbed map turtle",3105,1644,NA,NA,NA,NA,NA,NA,NA,415.7,NA,20.3,"451","captivity","small","acceptable",NA,NA,NA,NA,NA,"451,1308"
3703,"Animalia","Chordata","Reptilia","Testudines","Emydidae","Graptemys","oculifera","Ringed map turtle",2922,1644,NA,NA,NA,NA,NA,NA,NA,918.15,NA,20.3,"451","captivity","medium","acceptable",NA,NA,NA,NA,NA,"451,1308"
3704,"Animalia","Chordata","Reptilia","Testudines","Emydidae","Graptemys","pseudogeographica","False map turtle, or Mississippi map turtle",2922,1826,NA,NA,NA,NA,NA,NA,NA,1477,NA,35.4,"485","captivity","medium","acceptable",NA,NA,NA,NA,NA,"485,1308"
3705,"Animalia","Chordata","Reptilia","Testudines","Emydidae","Graptemys","pulchra","Alabama map turtle",5113,2922,NA,NA,NA,NA,NA,NA,NA,1519,NA,15.7,"451","captivity","small","acceptable",NA,NA,NA,NA,NA,"451,1308"
3706,"Animalia","Chordata","Reptilia","Testudines","Emydidae","Malaclemys","terrapin","Diamondback terrapin",2190,910,84,NA,9,NA,NA,NA,NA,720,NA,NA,"","unknown","medium","low",NA,NA,0.140702,720,297.15,"37,451,468,528"
3707,"Animalia","Chordata","Reptilia","Testudines","Emydidae","Pseudemys","concinna","River cooter",2190,1277,NA,NA,NA,NA,NA,NA,NA,2992,NA,44,"451","captivity","medium","acceptable",NA,NA,NA,NA,NA,"451,528,1308"
3708,"Animalia","Chordata","Reptilia","Testudines","Emydidae","Pseudemys","nelsoni","Florida red-bellied turtle",2922,2191,NA,NA,NA,NA,NA,NA,NA,3748.5,NA,26.1,"485","captivity","medium","acceptable",NA,NA,NA,NA,NA,"485,1308"
3709,"Animalia","Chordata","Reptilia","Testudines","Emydidae","Pseudemys","rubriventris","Northern red-bellied cooter",4018,3285,NA,NA,NA,NA,NA,NA,NA,3477,NA,NA,"","unknown","small","low",NA,NA,NA,NA,NA,"451,528,1308"
3710,"Animalia","Chordata","Reptilia","Testudines","Emydidae","Terrapene","carolina","Eastern box turtle",2190,2190,NA,NA,NA,NA,NA,NA,NA,372,NA,138,"543","wild","medium","acceptable",NA,999,NA,NA,NA,"26,64,468,528,543,1308"
3711,"Animalia","Chordata","Reptilia","Testudines","Emydidae","Terrapene","coahuila","Coahuilan box turtle",NA,NA,NA,NA,NA,NA,NA,NA,NA,259.8,NA,18.8,"451","captivity","medium","acceptable",NA,NA,NA,NA,NA,"451,1308"
3712,"Animalia","Chordata","Reptilia","Testudines","Emydidae","Terrapene","nelsoni","Spotted box turtle",NA,NA,NA,NA,NA,NA,NA,NA,NA,372,NA,24.9,"451","captivity","tiny","acceptable",NA,NA,NA,NA,NA,"451,1308"
3713,"Animalia","Chordata","Reptilia","Testudines","Emydidae","Terrapene","ornata","Ornate box turtle",2920,2920,63,NA,5,NA,NA,NA,NA,394.5,NA,28.4,"451","captivity","medium","acceptable",NA,NA,NA,NA,NA,"451,468,1308"
3714,"Animalia","Chordata","Reptilia","Testudines","Emydidae","Trachemys","decorata","Hispaniolan slider",NA,NA,NA,NA,NA,NA,NA,NA,NA,2522,NA,NA,"","unknown","small","low",NA,NA,NA,NA,NA,"451,1308"
3715,"Animalia","Chordata","Reptilia","Testudines","Emydidae","Trachemys","scripta","Common slider",2920,1460,75,NA,13,NA,NA,NA,NA,240,NA,41.3,"451","captivity","large","acceptable",NA,NA,0.1157,240,297,"37,451,468,527,528,1102"
3716,"Animalia","Chordata","Reptilia","Testudines","Geoemydidae","Batagur","baska","Northern river terrapin, or Indian batagur terrapin",NA,NA,NA,NA,NA,NA,NA,NA,NA,17900,NA,21.7,"451","captivity","medium","acceptable",NA,NA,NA,NA,NA,"451,1308"
3717,"Animalia","Chordata","Reptilia","Testudines","Geoemydidae","Cuora","amboinensis","Southeast Asian box turtle",NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,NA,38.2,"485","captivity","medium","acceptable",NA,NA,NA,NA,NA,"485,1308"
3718,"Animalia","Chordata","Reptilia","Testudines","Geoemydidae","Cuora","flavomarginata","Yellow-margined box turtle",NA,NA,NA,NA,NA,NA,NA,NA,NA,499,NA,19.1,"451","captivity","medium","acceptable",NA,NA,NA,NA,NA,"451,1308"
3719,"Animalia","Chordata","Reptilia","Testudines","Geoemydidae","Cuora","trifasciata","Chinese three-striped box turtle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.8,"451","captivity","medium","acceptable",NA,NA,NA,NA,NA,"451"
3720,"Animalia","Chordata","Reptilia","Testudines","Geoemydidae","Cyclemys","dentata","Asian leaf turtle",NA,NA,NA,NA,NA,NA,NA,NA,NA,1250,NA,14.7,"451","captivity","medium","acceptable",NA,NA,NA,NA,NA,"451,1308"
3721,"Animalia","Chordata","Reptilia","Testudines","Geoemydidae","Geoclemys","hamiltonii","Indian black pond turtle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.2,"451","captivity","medium","acceptable",NA,NA,NA,NA,NA,"451"
3722,"Animalia","Chordata","Reptilia","Testudines","Geoemydidae","Hardella","thurjii","Crowned river turtle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,"451","captivity","tiny","acceptable",NA,NA,NA,NA,NA,"451"
3723,"Animalia","Chordata","Reptilia","Testudines","Geoemydidae","Heosemys","annandalii","Yellow-headed temple turtle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,"451","captivity","medium","acceptable",NA,NA,NA,NA,NA,"451"
3724,"Animalia","Chordata","Reptilia","Testudines","Geoemydidae","Heosemys","grandis","Giant asian pond turtle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.6,"451","captivity","medium","acceptable",NA,NA,NA,NA,NA,"451"
3725,"Animalia","Chordata","Reptilia","Testudines","Geoemydidae","Heosemys","spinosa","Spiny turtle",NA,NA,NA,NA,NA,NA,NA,NA,NA,950,NA,22.9,"451","captivity","medium","acceptable",NA,NA,NA,NA,NA,"451,1308"
3726,"Animalia","Chordata","Reptilia","Testudines","Geoemydidae","Malayemys","subtrijuga","Mekong snail-eating turtle, or Malayan snail-eating turtle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2,"451","captivity","small","acceptable",NA,NA,NA,NA,NA,"451"
3727,"Animalia","Chordata","Reptilia","Testudines","Geoemydidae","Mauremys","annamensis","Annam leaf turtle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.9,"451","captivity","medium","acceptable",NA,NA,NA,NA,NA,"451"
3728,"Animalia","Chordata","Reptilia","Testudines","Geoemydidae","Mauremys","caspica","Caspian turtle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.6,"451","captivity","small","acceptable",NA,NA,NA,NA,NA,"451"
3729,"Animalia","Chordata","Reptilia","Testudines","Geoemydidae","Mauremys","japonica","Japanese pond turtle",NA,NA,NA,NA,NA,NA,NA,NA,NA,494.2,NA,16.2,"451","captivity","small","acceptable",NA,NA,NA,NA,NA,"451,1308"
3730,"Animalia","Chordata","Reptilia","Testudines","Geoemydidae","Mauremys","leprosa","Spanish pond turtle",NA,NA,NA,NA,NA,NA,NA,NA,NA,608,NA,24.5,"451","captivity","small","acceptable",NA,NA,NA,NA,NA,"451,1308"
3731,"Animalia","Chordata","Reptilia","Testudines","Geoemydidae","Mauremys","mutica","Yellow pond turtle",NA,NA,NA,NA,NA,NA,NA,NA,NA,319.5,NA,22.1,"451","captivity","medium","acceptable",NA,NA,NA,NA,NA,"451,1308"
3732,"Animalia","Chordata","Reptilia","Testudines","Geoemydidae","Mauremys","nigricans","Red-necked pond turtle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,"451","captivity","small","acceptable",NA,NA,NA,NA,NA,"451"
