"HAGRID","Kingdom","Phylum","Class","Order","Family","Genus","Species","Common name","Female_maturity","Male_maturity","Gestation","Weaning","Litter_size","Litters_pa","Interbirth_interval","Birth_weight","Weaning_weight","Adult_weight","Growth_rate","Maximum_longevity","Source","Specimen_origin","Sample_size","Data_quality","IMR","MRDT","Metabolic_rate","Body_mass","Temperature","References"
146,"Animalia","Chordata","Amphibia","Caudata","Hynobiidae","Hynobius","boulengeri","Boulengers oriental salamander					32							11.9	485	captivity	small	acceptable						230,231,485,749
00147	Animalia	Chordata	Amphibia	Caudata	Hynobiidae	Hynobius	leechii	Chinese salamander												7.1	451	captivity	small	acceptable						451
00148	Animalia	Chordata	Amphibia	Caudata	Hynobiidae	Hynobius	nebulosus	Clouded salamander												14.2	485	captivity	medium	acceptable						485
00149	Animalia	Chordata	Amphibia	Caudata	Hynobiidae	Hynobius	retardatus	Japanese salamander												12.9	485	captivity	small	acceptable						485
00150	Animalia	Chordata	Amphibia	Caudata	Hynobiidae	Onychodactylus	fischeri	Long-tailed clawed salamander												17	525	wild	medium	acceptable						525
00151	Animalia	Chordata	Amphibia	Caudata	Hynobiidae	Onychodactylus	japonicus	Japanese clawed salamander					17							14.2	451	captivity	small	acceptable						451,749
00152	Animalia	Chordata	Amphibia	Caudata	Hynobiidae	Paradactylodon	mustersi	Afghanistan salamander												11	451	captivity	small	acceptable						451
00153	Animalia	Chordata	Amphibia	Caudata	Hynobiidae	Salamandrella	keyserlingii	Siberian salamander			23		70							8	525	wild	medium	acceptable						525,749
00154	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Aneides	aeneus	Green salamander	912	912	82		21	2								unknown	tiny	low						451,528,749
00155	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Aneides	lugubris	Arboreal salamander	1095	1095			14.5									unknown	small	low						485,749
00156	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Bolitoglossa	dofleini	Giant palm salamander												6.9	451	captivity	small	acceptable						451
00157	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Bolitoglossa	mexicana	Palm salamander												12.2	451	captivity	small	acceptable						451
00158	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Desmognathus	monticola	Seal salamander	1642	1277	45		25							17.7	485	captivity	tiny	acceptable						485,528,749
00159	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Desmognathus	ochrophaeus	Allegheny mountain dusky salamander	1280	1280			16					0.6		19.8	485	captivity	tiny	acceptable	0.3					468,485,526,529
00160	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Desmognathus	quadramaculatus	Black-bellied salamander	1280	1280			25					14.34		15	485	captivity	small	acceptable			0.00411	14.1	288	37,468,485,749
00161	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Desmognathus	welteri	Black mountain salamander	1642	1642			26							20	485	captivity	small	acceptable						485,528,749
00162	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Ensatina	eschscholtzii	Ensatina	1278	1278	138		14									unknown	tiny	low						451,749
00163	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	lucifuga	Cave salamander	1095	1095	13		73							9.1	451	captivity	small	acceptable						451,749
00164	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	rathbuni	Texas blind salamander												10.3	451	captivity	small	acceptable						451
00165	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	spelaea	Grotto salamander												9.9	485	captivity	small	acceptable						485
00166	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Eurycea	wilderae	Blue ridge two-lined salamander	1278	1278			32							8	485	captivity	small	acceptable						485,749
00167	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Gyrinophilus	palleucus	Tennessee cave salamander												18.5	485	captivity	small	acceptable						485
00168	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Gyrinophilus	porphyriticus	Spring salamander	1460	1460			61							18.5	485	captivity	small	acceptable						485,528,749
00169	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Hemidactylium	scutatum	Four-toed salamander	912	912			30							8.9	485	captivity	small	acceptable						468,485
00170	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Phaeognathus	hubrichti	Red Hills salamander	2008				9							19.7	485	captivity	small	acceptable						485,749
00171	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Plethodon	cinereus	Eastern red-backed salamander	730	730			8					0.5		25	528	wild	medium	acceptable			0.000099	0.76	278.5	37,468,526,528,529
00172	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Plethodon	dunni	Dunns salamander",1095,1095,70,NA,9.4,NA,NA,NA,NA,NA,NA,11,"485","captivity","small","acceptable",NA,NA,NA,NA,NA,"485,749"
173,"Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Plethodon","elongatus","Del Norte salamander",NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,13.3,"485","captivity","small","acceptable",NA,NA,NA,NA,NA,"485,749"
174,"Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Plethodon","glutinosus","Northern slimy salamander",910,910,NA,NA,21,NA,NA,NA,NA,4.2,NA,20.1,"485","captivity","small","acceptable",NA,NA,0.00191,4.2,288,"37,468,485"
175,"Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Plethodon","jordani","Red-cheeked salamander",1825,1095,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.8,"485","captivity","tiny","acceptable",NA,NA,NA,NA,NA,"485,512,528"
176,"Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Plethodon","vehiculum","Western red-backed salamander",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1,"485","captivity","small","acceptable",NA,NA,NA,NA,NA,"485"
177,"Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Plethodon","yonahlossee","Yonahlossee salamander",1095,1095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","unknown","tiny","low",NA,NA,NA,NA,NA,"451,528"
178,"Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Pseudotriton","montanus","Mud salamander",1643,1095,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1,"485","captivity","small","acceptable",NA,NA,NA,NA,NA,"485,749"
179,"Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Pseudotriton","ruber","Red salamander",1825,1460,75,NA,80,NA,NA,NA,NA,NA,NA,20.1,"485","captivity","small","acceptable",NA,NA,NA,NA,NA,"485,749"
180,"Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Speleomantes","italicus","Italian cave salamander",1278,1278,304,NA,10,NA,NA,NA,NA,NA,NA,10.6,"485","captivity","small","acceptable",NA,NA,NA,NA,NA,"485,749"
181,"Animalia","Chordata","Amphibia","Caudata","Proteidae","Necturus","maculosus","Mudpuppy",2190,1825,50,NA,68,NA,NA,NA,NA,NA,NA,34,"","unknown","medium","acceptable",NA,NA,NA,NA,NA,"528,539,749"
182,"Animalia","Chordata","Amphibia","Caudata","Proteidae","Necturus","punctatus","Dwarf waterdog",1825,1825,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,"","unknown","tiny","low",NA,NA,NA,NA,NA,"451,528,749"
183,"Animalia","Chordata","Amphibia","Caudata","Proteidae","Proteus","anguinus","Olm",4124,NA,133,NA,35,NA,4562,NA,NA,17,NA,102,"934","wild","medium","acceptable",NA,999,NA,NA,NA,"485,749,934"
184,"Animalia","Chordata","Amphibia","Caudata","Salamandridae","Calotriton","asper","Pyrenean brook newt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,"525","wild","medium","acceptable",NA,NA,NA,NA,NA,"525"
185,"Animalia","Chordata","Amphibia","Caudata","Salamandridae","Cynops","ensicauda","Brown newt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9,"451","captivity","medium","acceptable",NA,NA,NA,NA,NA,"451"
186,"Animalia","Chordata","Amphibia","Caudata","Salamandridae","Cynops","pyrrhogaster","Japanese firebelly newt",913,913,20,NA,200,NA,NA,NA,NA,NA,NA,25,"485","captivity","medium","acceptable",NA,NA,NA,NA,NA,"85,485,749,880,1260"
187,"Animalia","Chordata","Amphibia","Caudata","Salamandridae","Ichthyosaura","alpestris","Laureutis alpine salamander",1460,1095,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"451","captivity","small","acceptable",NA,NA,NA,NA,NA,"451,462,525"
188,"Animalia","Chordata","Amphibia","Caudata","Salamandridae","Lissotriton","boscai","Boscas newt					160							8	525	wild	medium	acceptable						525,749
00189	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Lissotriton	vulgaris	Smooth newt	1095	730			180							20	525	captivity	medium	acceptable						525,749
00190	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Lyciasalamandra	fazilae	Fazilas salamander",1096,1096,365,NA,NA,NA,NA,NA,NA,NA,NA,10,"1383","wild","medium","acceptable",NA,999,NA,NA,NA,"1383"
191,"Animalia","Chordata","Amphibia","Caudata","Salamandridae","Notophthalmus","perstriatus","Striped newt",487,487,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9,"485","captivity","large","acceptable",NA,NA,NA,NA,NA,"485,749"
192,"Animalia","Chordata","Amphibia","Caudata","Salamandridae","Notophthalmus","viridescens","Eastern newt",2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,"website feedback","captivity","medium","acceptable",NA,NA,NA,NA,NA,"233,483,525,528,749"
193,"Animalia","Chordata","Amphibia","Caudata","Salamandridae","Pachytriton","brevipes","Tsitou newt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,"451","captivity","small","acceptable",NA,NA,NA,NA,NA,"451"
194,"Animalia","Chordata","Amphibia","Caudata","Salamandridae","Paramesotriton","chinensis","Asian newt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3,"485","captivity","tiny","acceptable",NA,NA,NA,NA,NA,"485"
195,"Animalia","Chordata","Amphibia","Caudata","Salamandridae","Pleurodeles","poireti","Algerian newt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"451","captivity","small","acceptable",NA,NA,NA,NA,NA,"451"
196,"Animalia","Chordata","Amphibia","Caudata","Salamandridae","Pleurodeles","waltl","Iberian ribbed newt",NA,NA,13,NA,725,NA,NA,NA,NA,NA,NA,19.5,"451","captivity","medium","acceptable",NA,NA,NA,NA,NA,"451,749"
197,"Animalia","Chordata","Amphibia","Caudata","Salamandridae","Salamandra","atra","Golden alpine salamander",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,"525","wild","medium","acceptable",NA,NA,NA,NA,NA,"525"
198,"Animalia","Chordata","Amphibia","Caudata","Salamandridae","Salamandra","salamandra","European fire salamander",NA,NA,NA,NA,NA,NA,NA,NA,NA,19.1,NA,24,"451","captivity","medium","acceptable",NA,999,0.00857,19.1,288,"37,451,1383"
199,"Animalia","Chordata","Amphibia","Caudata","Salamandridae","Salamandrina","perspicillata","Northern spectacled salamander",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","unknown","medium","low",NA,NA,NA,NA,NA,"1383"
200,"Animalia","Chordata","Amphibia","Caudata","Salamandridae","Taricha","granulosa","Rough-skinned newt",1278,1278,23,NA,NA,NA,NA,NA,NA,12.32,NA,NA,"","unknown","small","low",NA,NA,0.00518,12.2,288,"37,451,749"
201,"Animalia","Chordata","Amphibia","Caudata","Salamandridae","Taricha","rivularis","Red-bellied newt",1825,1825,18,NA,10,NA,NA,NA,NA,NA,NA,NA,"","unknown","tiny","low",NA,NA,NA,NA,NA,"485,749"
202,"Animalia","Chordata","Amphibia","Caudata","Salamandridae","Taricha","torosa","California newt",1095,1095,45,NA,122,NA,NA,0.45,NA,NA,NA,21.8,"451","captivity","small","acceptable",NA,NA,NA,NA,NA,"451,749"
203,"Animalia","Chordata","Amphibia","Caudata","Salamandridae","Triturus","carnifex","Italian crested newt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,"525","wild","medium","acceptable",NA,NA,NA,NA,NA,"525"
204,"Animalia","Chordata","Amphibia","Caudata","Salamandridae","Triturus","cristatus","Northern crested newt",NA,NA,16,NA,225,NA,NA,NA,NA,NA,NA,28,"525","captivity","medium","acceptable",NA,NA,NA,NA,NA,"327,525,749"
205,"Animalia","Chordata","Amphibia","Caudata","Salamandridae","Triturus","marmoratus","Marbled newt",1460,1460,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,"525","captivity","small","acceptable",NA,NA,NA,NA,NA,"525"
206,"Animalia","Chordata","Amphibia","Caudata","Salamandridae","Tylototriton","verrucosus","Mandarin salamander",1460,1460,NA,NA,43,NA,NA,NA,NA,NA,NA,11,"525","wild","medium","acceptable",NA,NA,NA,NA,NA,"485,525,749"
207,"Animalia","Chordata","Amphibia","Caudata","Sirenidae","Siren","intermedia","Lesser siren",730,730,60,NA,350,NA,NA,NA,NA,NA,NA,25.7,"451","captivity","medium","acceptable",NA,NA,NA,NA,NA,"451,468,749"
208,"Animalia","Chordata","Amphibia","Caudata","Sirenidae","Siren","lacertina","Greater siren",NA,NA,NA,NA,500,NA,NA,NA,NA,NA,NA,25,"485","captivity","small","acceptable",NA,NA,NA,NA,NA,"485,749"
209,"Animalia","Chordata","Amphibia","Gymnophiona","Dermophiidae","Dermophis","mexicanus","Mexican burrowing caecilian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.8,"451","captivity","small","acceptable",NA,NA,NA,NA,NA,"451"
210,"Animalia","Chordata","Amphibia","Gymnophiona","Ichthyophiidae","Ichthyophis","kohtaoensis","Yellow-striped caecilian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,"451","captivity","small","acceptable",NA,NA,NA,NA,NA,"451"
211,"Animalia","Chordata","Amphibia","Gymnophiona","Typhlonectidae","Typhlonectes","compressicauda","Cayenne caecilian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,"485","captivity","small","acceptable",NA,NA,NA,NA,NA,"485"
212,"Animalia","Chordata","Amphibia","Gymnophiona","Typhlonectidae","Typhlonectes","natans","Aquatic caecilian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","unknown","medium","low",NA,NA,NA,NA,NA,"451"
215,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Accipiter","cooperii","Coopers hawk	730	730	24		4	1		28		526.64	0.212	20.3	427	wild	medium	acceptable						427,444,445,732
00216	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Accipiter	fasciatus	Brown goshawk										453.5		14.9	1305	wild	medium	acceptable						1305,1308
00217	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Accipiter	gentilis	Northern goshawk	365	730	33		3	1				1044.2	0.225	22	450	wild	medium	acceptable						437,444,445,450,729,732,1143
00218	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Accipiter	nisus	Eurasian sparrowhawk	365	365								237.5	0.258	20.2	450	wild	medium	acceptable			0.9516	135		450,510,729,732,820,1143,1150
00219	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Accipiter	novaehollandiae	Grey goshawk										479.583				unknown	small	low						1305,1308
00220	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Accipiter	striatus	Sharp-shinned hawk	365	365	34		4	1				135		19.9	427	wild	medium	acceptable						427,437,444,445
00221	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Aegypius	monachus	Cinereous vulture	1999									9625		39	1	captivity	medium	acceptable						1,821,1308
00222	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Aquila	adalberti	Spanish imperial eagle	1767									3000		44.5	575	captivity	small	acceptable						575,972,1308
00223	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Aquila	audax	Wedge-tailed eagle	1638	1096								3466		40	1	captivity	small	acceptable						1,820,1308
00224	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Aquila	chrysaetos	Golden eagle	1460	1460	40		2	1		110.6		4800	0.126	48	437	captivity	medium	acceptable			4.9929	3000		61,425,437,440,445,732
00225	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Aquila	fasciata	Bonellis eagle",1090,NA,NA,NA,NA,NA,NA,NA,NA,2000,0.154,20,"1","captivity","small","acceptable",NA,NA,NA,NA,NA,"1,732,820,1308"
226,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Aquila","heliaca","Eastern imperical eagle",1636,NA,NA,NA,NA,NA,NA,NA,NA,3262,NA,56,"1","captivity","medium","acceptable",NA,NA,NA,NA,NA,"1,821,1308"
227,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Aquila","nipalensis","Steppe eagle",1454,NA,NA,NA,NA,NA,NA,NA,NA,2745.5,NA,41,"1","captivity","small","acceptable",NA,NA,NA,NA,NA,"1,820,1308"
228,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Aquila","pomarina","Lesser spotted eagle",NA,NA,NA,NA,NA,NA,NA,NA,NA,1370,NA,26.1,"1","wild","medium","acceptable",NA,NA,NA,NA,NA,"1,820"
229,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Aquila","rapax","Tawny eagle",1454,NA,NA,NA,NA,NA,NA,NA,NA,1996.1,0.093,40.3,"575","captivity","medium","acceptable",NA,NA,NA,NA,NA,"575,732,821,1308"
230,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Butastur","indicus","Grey-faced buzzard",727,NA,NA,NA,NA,NA,NA,NA,NA,415,NA,8.5,"1","wild","medium","acceptable",NA,NA,NA,NA,NA,"1,820,1308"
231,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo","buteo","Buzzard",730,730,NA,NA,NA,NA,NA,NA,NA,1012,0.189,28.8,"450","wild","medium","acceptable",NA,NA,NA,NA,NA,"450,729,732"
232,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo","jamaicensis","Red-tailed hawk",730,730,31,NA,3,1,NA,57.6,NA,1362,0.188,30.7,"427","wild","large","acceptable",NA,NA,NA,NA,NA,"1,427,437,444,445,732"
233,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo","lagopus","Rough-legged hawk",730,730,29,NA,5,1,NA,41.62,NA,980.64,NA,18.8,"450","wild","small","acceptable",NA,NA,NA,NA,NA,"437,444,445,450"
234,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo","lineatus","Red-shouldered hawk",365,365,33,NA,3.5,1,NA,35,NA,607,NA,22.4,"427","wild","medium","acceptable",NA,NA,2.11,658,NA,"427,435,440,444,445,820"
235,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo","platypterus","Broad-winged hawk",365,365,25,NA,2.5,1,NA,28,NA,454,0.271,18.3,"577","wild","small","acceptable",NA,NA,NA,NA,NA,"444,445,577,732"
236,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo","regalis","Ferruginous hawk",730,730,32,NA,3,1,NA,51.6,NA,1500,0.171,23.7,"427","wild","medium","acceptable",NA,NA,NA,NA,NA,"427,437,445,448,732"
237,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo","rufinus","Long-legged buzzard",727,NA,NA,NA,NA,NA,NA,NA,NA,1174.5,NA,NA,"","unknown","small","low",NA,NA,NA,NA,NA,"450,820,1308"
238,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo","solitarius","Hawaiian hawk",1096,NA,38,NA,1,NA,NA,35,NA,505,NA,17,"445","wild","medium","acceptable",NA,NA,NA,NA,NA,"445,1308"
239,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo","swainsoni","Swainsons hawk	730	730	31		3	1		39.4		980.64	0.158	24.9	427	wild	medium	acceptable						427,437,444,445,732,818
00240	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Buteogallus	anthracinus	Common black hawk	730	730	38		1.5	1				837		13.5	1	wild	medium	acceptable						1,444,445
00241	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Circaetus	cinereus	Brown snake eagle										2048	0.037			unknown	tiny	low						1,732,820
00242	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Circaetus	gallicus	Short-toed eagle	1095	1095								1699.5		17.3	1	wild	medium	acceptable						1,729,820
00243	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Circus	aeruginosus	Western marsh harrier	730	730								711.5		20.1	450	wild	medium	acceptable						450,729,820
00244	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Circus	approximans	Swamp harrier										752.5		11	1305	wild	small	acceptable						1305,1308
00245	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Circus	cyaneus	Northern harrier	365	365	31		4.4	1		23.8		392	0.25	17.1	450	wild	medium	acceptable						437,444,445,450,732
00246	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Circus	macrourus	Pallid harrier	727									388.5		13.5	1	wild	medium	acceptable						1,820,1308
00247	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Circus	pygargus	Montagus harrier",730,730,NA,NA,NA,NA,NA,NA,NA,315.5,NA,16.3,"1","wild","medium","acceptable",NA,NA,NA,NA,NA,"1,729,820"
248,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Elanus","axillaris","Black-shouldered kite",NA,NA,NA,NA,NA,NA,NA,NA,NA,265.5,NA,3.5,"1305","wild","small","acceptable",NA,NA,NA,NA,NA,"1305,1308"
249,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Elanus","caeruleus","Black-winged kite",363,NA,NA,NA,NA,NA,NA,NA,NA,260.5,NA,6,"1","wild","medium","acceptable",NA,NA,NA,NA,NA,"1,820,1308"
250,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Elanus","leucurus","White-tailed kite",727,NA,30,NA,4.1,1.5,NA,17.4,NA,280,NA,6,"427","wild","tiny","acceptable",NA,NA,NA,NA,NA,"427,444,445,1308"
251,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Geranoaetus","melanoleucus","Black-chested buzzard-eagle",NA,NA,NA,NA,NA,NA,NA,NA,NA,2447.5,NA,42,"575","captivity","medium","acceptable",NA,NA,5.1887,2860,NA,"425,575,820"
252,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Gypaetus","barbatus","Bearded vulture",2544,NA,NA,NA,NA,NA,NA,NA,NA,5070,NA,40,"1","captivity","medium","acceptable",NA,NA,NA,NA,NA,"1,1308,1343"
253,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Gypohierax","angolensis","Palm-nut vulture",1454,NA,NA,NA,NA,NA,NA,NA,NA,1600,NA,27.1,"575","captivity","medium","acceptable",NA,NA,NA,NA,NA,"575,820,1308"
254,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Gyps","africanus","White-backed vulture",2181,NA,NA,NA,NA,NA,NA,NA,NA,5433,0.045,19.7,"575","captivity","medium","acceptable",NA,NA,NA,NA,NA,"575,732,820,1308,1343"
255,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Gyps","bengalensis","White-rumped vulture, or Bengal vulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,4385,NA,NA,"","unknown","tiny","low",NA,NA,NA,NA,NA,"575,820"
256,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Gyps","coprotheres","Cape vulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,8177,NA,31.2,"1343","wild","medium","acceptable",NA,NA,NA,NA,NA,"820,1343"
257,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Gyps","fulvus","Griffon vulture, or Eurasian griffon",1460,1460,NA,NA,NA,NA,NA,NA,NA,7436,NA,41.4,"1","captivity","large","acceptable",NA,NA,NA,NA,NA,"1,729,820,1356"
258,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Haliaeetus","albicilla","White-tailed sea-eagle",1460,1460,41,NA,2,NA,NA,NA,NA,6696.5,0.14,42,"1","captivity","medium","acceptable",NA,NA,NA,NA,NA,"1,444,732,1146,1371"
259,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Haliaeetus","leucocephalus","Bald eagle",1460,1460,35,NA,2,1,NA,NA,NA,3175,0.098,48,"","captivity","large","acceptable",NA,NA,NA,NA,NA,"61,437,438,440,444,445,732,1142"
260,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Haliastur","indus","Brahminy kite",NA,NA,NA,NA,NA,NA,NA,NA,NA,529,NA,24.5,"1305","wild","tiny","acceptable",NA,NA,NA,NA,NA,"1305,1308"
261,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Haliastur","sphenurus","Whistling kite",NA,NA,NA,NA,NA,NA,NA,NA,NA,755,NA,20.4,"1305","wild","small","acceptable",NA,NA,NA,NA,NA,"1305,1308"
262,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Harpia","harpyja","Harpy eagle",1817,NA,NA,NA,NA,NA,NA,NA,NA,4800,NA,16.8,"575","captivity","medium","acceptable",NA,NA,NA,NA,NA,"575,820,1308"
263,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Harpyopsis","novaeguineae","New Guinea eagle",NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,30,"1","captivity","tiny","acceptable",NA,NA,NA,NA,NA,"1,1308"
264,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Hieraaetus","morphnoides","Little eagle",NA,NA,NA,NA,NA,NA,NA,NA,NA,791,NA,38.7,"1305","wild","medium","acceptable",NA,NA,NA,NA,NA,"1,820,1305"
265,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Ictinia","mississippiensis","Mississippi kite",365,365,31,NA,2,1,NA,17,NA,266,0.169,11.2,"427","wild","tiny","acceptable",NA,NA,NA,NA,NA,"427,444,445,732"
